ID,Text,Comment
Good.GrilledChestnut.PluralDisplayName,Sült gesztenye,"Grilled fruit of a Aesculus hippocastanum tree, also known as conkers, keep plant name same as Good.Chestnut.DisplayName."
Good.GrilledPotato.DisplayName,Sült burgonya,Resource name
Good.GrilledPotato.PluralDisplayName,Sült burgonya,Resource name
Good.GrilledSpadderdock.DisplayName,Sült tavirózsa,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.GrilledSpadderdock.PluralDisplayName,Sült tavirózsa,"Grilled plant Nuphar Lutea, keep plant name same as NaturalResource.Spadderdock.DisplayName"
Good.Kohlrabi.DisplayName,Karalábé,"Also called German turnip or turnip cabbage, it's a big, round turnip plant."
Good.Kohlrabi.PluralDisplayName,Karalábé,"Also called German turnip or turnip cabbage, it's a big, round turnip plant."
Good.Log.DisplayName,Farönk,Resource name
Good.Log.PluralDisplayName,Farönk,Resource name
Good.MangroveFruit.DisplayName,Mangrove gyümölcs,"Fruit of the mangrove tree, mangrove should be the same as in NaturalResource.Mangrove.DisplayName"
Good.MangroveFruit.PluralDisplayName,Mangrove gyümölcs,"Fruit of the mangrove tree, mangrove should be the same as in NaturalResource.Mangrove.DisplayName"
Good.MaplePastry.DisplayName,Juhar péksütemény,A baked good filled with maple syrup.
Good.MaplePastry.PluralDisplayName,Juhar péksütemény,A baked good filled with maple syrup.
Good.MapleSyrup.DisplayName,Juharszirup,Sweet syrup created from maple sap
Good.MapleSyrup.PluralDisplayName,Juharszirup,Sweet syrup created from maple sap
Good.MetalBlock.DisplayName,Vasrúd,Resource name
Good.MetalBlock.PluralDisplayName,Vasrúd,Resource name
Good.Mushroom.DisplayName,Gomba,"Mushroom that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific mushroom, just the type of plant."
Good.Mushroom.PluralDisplayName,Gomba,"Mushroom that's been cultivated in the Hydroponic Garden, it's processed into an edible ration. It doesn't specifically represent any specific mushroom, just the type of plant."
Good.Paper.DisplayName,Papír,Resource name
Good.Paper.PluralDisplayName,Papír,Resource name
Good.PineResin.DisplayName,Fenyőgyanta,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.PineResin.PluralDisplayName,Fenyőgyanta,Also known as pine sap. Pine is the type of tree defined in NaturalResource.Pine.DisplayName.
Good.Plank.DisplayName,Deszka,Resource name
Good.Plank.PluralDisplayName,Deszka,Resource name
Good.Potato.DisplayName,Burgonya,Resource name
Good.Potato.PluralDisplayName,Burgonya,Resource name
Good.PunchCard.DisplayName,Lyukkártya,"Punch cards are goods used for increasing Folktails faction bot performance. They are similar in concept to old programming cards, where code was inputted into a machine through a card with a bunch of holes punched through it."
Good.PunchCard.PluralDisplayName,Lyukkártya,"Punch cards are goods used for increasing Folktails faction bot performance. They are similar in concept to old programming cards, where code was inputted into a machine through a card with a bunch of holes punched through it."
Good.ScrapMetal.DisplayName,Hulladékvas,Resource name
Good.ScrapMetal.PluralDisplayName,Hulladékvas,Resource name
Good.Soybean.DisplayName,Szójabab,Soybeans can later be made into soy.
Good.Soybean.PluralDisplayName,Szójababok,Soybeans can later be made into soy.
Good.Spadderdock.DisplayName,Tavirózsa,A plant formally called Nuphar Lutea
Good.Spadderdock.PluralDisplayName,Tavirózsa,A plant formally called Nuphar Lutea
Good.SunflowerSeeds.DisplayName,Napraforgómag,
Good.SunflowerSeeds.PluralDisplayName,Napraforgómag,
Good.TreatedPlank.DisplayName,Kezelt deszka,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.TreatedPlank.PluralDisplayName,Kezelt deszka,Plank impregnated with resin. Use the same word for plank as in Good.Plank.
Good.Water.DisplayName,Víz,Resource name
Good.Water.PluralDisplayName,Víz,Resource name
Good.Wheat.DisplayName,Búza,Resource name
Good.Wheat.PluralDisplayName,Búza,Resource name
Good.WheatFlour.DisplayName,Búzaliszt,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
Good.WheatFlour.PluralDisplayName,Búzaliszt,Flour made out of wheat. Use the same name for wheat as in Good.Wheat.
GoodConsuming.SupplyDescription,{0}-t használ.,{0} stands for resource name and amount per hour.
GoodConsuming.SupplyRemaining,A készlet {0} óráig tart ki,"{0} stands for hours. Describes a building which requires a certain resources to operate, such as water."
GoodConsuming.NeedsHaulers,<YellowHighlight>Szállítók szükségesek.</YellowHighlight>,"Information, that this building won't be operational without haulers. Haulers are the same as in Building.HaulingPost.Description"
Goods.Nothing,Semmi,
Goods.StoredIn,Tárolva itt:,Header above a list of buildings that store selected good
GridRendering.Visibility.Hide,Építési rács elrejtése,Shows construction guidelines when button is pressed.
GridRendering.Visibility.Show,Építési rács megjelenítése,Shows construction guidelines when button is pressed.
Growing.GrowsWhenMature,Érett korban nő,"Information about fruits and other resources, that grows when plant is mature and not when it is in seedling stage"
Growing.Time,Növekedési napok: {0},{0} stands for a number of days. How many days left does this plant have to fully grow.
Hauling.Prioritize,A szállítók előnyben részesítik ezt az épületet,building is a noun in this sentence. This building will be prioritized by haulers.
Inventory.Capacity,Kapacitás:,How much space there is in the storage
Inventory.InStock,Készleten:,Please keep short. Header above a list of resources in stock of the storage.
Inventory.IsEmpty,Nincs áru készleten,
Inventory.Goods,Áruk:,
Inventory.Header.Stock,Készlet,Please keep short. Header above a column with amounts of resource in stock of the storage.
Inventory.NothingSelected,Egyik sem,Text shown in a dropdown when no good is selected. Keep below 15 characters.
Inventory.StartingInventory,Kezdő áruk,
Inventory.StockpileOverlay.Show,Tároló információ megjelenítése,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.StockpileOverlay.Hide,Tároló információ elrejtése,Tooltip for button showing overlay over warehouses containing stored goods.
Inventory.Undesired,Nem kívánt:,Please keep short. Which resources are not desired in the storage.
KeyBindingsPanel.Header,Billentyű hozzárendelések,Header of the key bindings box
Key.DownArrow,Lefelé nyíl,Label of the down arrow key
Key.LeftAlt,Bal Alt,Label of the left alt key
Key.LeftArrow,Balra nyíl,Label of the left arrow key
Key.LeftCmd,Bal Cmd,Label of the left cmd key (key on Mac keyboards)
Key.LeftCtrl,Bal Ctrl,Label of the left ctrl key
Key.LeftShift,Bal Shift,Label of the left shift key
Key.LeftWindows,Bal Windows,Label of the left windows key
Key.RightAlt,Jobb Alt,Label of the right alt key
Key.RightArrow,Jobbra nyíl,Label of the right arrow key
Key.RightCmd,Jobb Cmd,Label of the right cmd key (key on Mac keyboards)
Key.RightCtrl,Jobb Ctrl,Label of the right ctrl key
Key.RightShift,Jobb Shift,Label of the right shift key
Key.RightWindows,Jobb Windows,Label of the right windows key
Key.Space,Szóköz,Label of the space key
Key.UpArrow,Felfelé nyíl,Label of the up arrow key
KeyBinding.AlternateClickableAction,Alternatív gomb művelet,Label of the key that toggles the alternate action of some buttons
KeyBinding.AttractionsTab,Jólét ablak,"Label of the key that opens the Settlement Panel and selects the Attractions tab, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.Cancel,Mégse,Label of the key that cancels actions
KeyBinding.CharactersTab,Népesség ablak,"Label of the key that opens the Settlement Panel and selects the Characters tab, Population should be the same as BatchControl.Population"
KeyBinding.Confirm,Megerősítés,Label of the key that confirms UI prompts
KeyBinding.DecreaseBrushHeight,Ecset magasságának csökkentése,"Label of the key that decreases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.DecreaseBrushSize,Ecset méretének csökkentése,"Label of the key that decreases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.DecreaseBuildersPriority,Építési prioritás csökkentése,Label of the key that decreases the priority of the builders job assigned to the selected object
KeyBinding.DecreaseFloodgateHeight,Zsilipmagasság csökkentése,Label of the key that decreases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.DecreaseSpeed,Sebesség csökkentése,Label of the key that decreases the speed of the game by one step
KeyBinding.DecreaseWorkers,Munkások számának csökkentése,Label of the key that decreases the desired number of workers in selected building
KeyBinding.DecreaseWorkingHours,Munkaidő csökkentése,Label of the key that decreases settlement working hours
KeyBinding.DecreaseWorkplacePriority,Munkahely-prioritás csökkentése,Label of the key that decreases the priority of the selected workplace
KeyBinding.DeleteObject,Objektum törlése,Label of the key that deletes the selected object
KeyBinding.DetonateDynamite,Dinamit felrobbantása,Label of the key that detonates a dynamite
KeyBinding.DistributionTab,Elosztás ablak,"Label of the key that opens the Settlement Panel and selects the Distribution tab, Distribution should be the same as BatchControl.Distribution"
KeyBinding.Flip,Megfordítás,Label of the key that flips the selected building (makes the model mirrored)
KeyBinding.Hold,Nyomva tartva:,Used to describe key binding that turns something on while the key is held.
KeyBinding.HousingTab,Lakhatás ablak,"Label of the key that opens the Settlement Panel and selects the Housing tab, Housing should be the same as BatchControl.Housing"
KeyBinding.IncreaseBrushHeight,Ecset magasságának növelése,"Label of the key that increases the vertical level of the brush, 'brush height' should be the same as MapEditor.Brush.Height.Label"
KeyBinding.IncreaseBrushSize,Ecset méretének növelése,"Label of the key that increases the size of the brush, 'brush size' should be the same as MapEditor.Brush.Size.Label"
KeyBinding.IncreaseBuildersPriority,Építési prioritás növelése,Label of the key that increases the priority of the builders job assigned to the selected object
KeyBinding.IncreaseFloodgateHeight,Zsilipmagasság növelése,Label of the key that increases the height of the selected floodgate. Floodgate should be the same as Building.Floodgate.DisplayName
KeyBinding.IncreaseSpeed,Sebesség növelése,Label of the key that increases the speed of the game by one step
KeyBinding.IncreaseWorkers,Munkások számának növelése,Label of the key that increases the desired number of workers in selected building
KeyBinding.IncreaseWorkingHours,Munkaidő növelése,Label of the key that increases settlement working hours
KeyBinding.IncreaseWorkplacePriority,Munkahely-prioritás növelése,Label of the key that increases the priority of the selected workplace
KeyBinding.InverseBrushDirection,Ecset irányának megfordítása,
KeyBinding.LowerVisibleLayer,Látható réteg csökkentése,Label of the key that decreases the max visible vertical level of buildings
KeyBinding.MechanicalTab,Meghajtás ablak,"Label of the key that opens the Settlement Panel and selects the Mechanical tab, Power should be the same as BatchControl.Mechanical"
KeyBinding.MigrationTab,Migráció ablak,"Label of the key that opens the Settlement Panel and selects the Migration tab, Migration should be the same as BatchControl.Migration"
KeyBinding.MoveCameraDown,Lefelé mozgatás,Label of the key that moves the camera down
KeyBinding.MoveCameraFast,Mozgási sebesség növelés,Label of the key that modifies the speed of camera movement and rotation
KeyBinding.MoveCameraLeft,Balra mozgatás,Label of the key that moves the camera left
KeyBinding.MoveCameraRight,Jobbra mozgatás,Label of the key that moves the camera right
KeyBinding.MoveCameraUp,Felfelé mozgatás,Label of the key that moves the camera up
KeyBinding.NextDistrict,Következő kerület kiválasztása,Label of the key that selects the next district
KeyBinding.NextRootButton,Következő eszköztár kategória,Label of the key that selects the next toolbar (bottom bar) category.
KeyBinding.NextTool,Következő eszköz,Label of the key that selects the next tool from currently selected toolbar category.
KeyBinding.OpenWellbeingPanel,Jóllét ablak,"Label of the key that opens the Well-being box, Well-being should be the same as Wellbeing.DisplayName"
KeyBinding.PickVisibleLayer,Látható réteg kiválasztása,Label of the key that picks the layer of the visible terrain currently under the cursor
KeyBinding.PreviousDistrict,Előző kerület kiválasztása,Label of the key that selects the previous district
KeyBinding.PreviousRootButton,Előző eszköztár kategória,Label of the key that selects the previous toolbar (bottom bar) category.
KeyBinding.PreviousTool,Előző eszköz,Label of the key that selects the previous tool from currently selected toolbar category.
KeyBinding.RaiseVisibleLayer,Látható réteg növelése,Label of the key that increases the max visible vertical level of buildings
KeyBinding.ResetCamera,"Visszaállítás","Keybinding for resetting the camera to its default angle and zoom."
KeyBinding.ResetMapEditorSimulation,Szimuláció alaphelyzetbe állítása,Label of the key that resets the water and badwater simulations
KeyBinding.RestoreCamera,Pozíció betöltése,Label of the key that restores the camera to the position saved by KeyBinding.SaveCamera
KeyBinding.RotateCameraDown,Lefelé forgatás,Label of the key that rotates the camera down
KeyBinding.RotateCameraLeft,Balra forgatás,Label of the key that rotates the camera left
KeyBinding.RotateCameraLeft90,90 fokkal balra forgatás,Label of the key that rotates the camera left by 90 degrees
KeyBinding.RotateCameraRight,Jobbra forgatás,Label of the key that rotates the camera right
KeyBinding.RotateCameraRight90,90 fokkal jobbra forgatás,Label of the key that rotates the camera right by 90 degrees
KeyBinding.RotateCameraUp,Felfelé forgatás,Label of the key that rotates the camera up
KeyBinding.RotateClockwise,Forgatás az óramutató járásával megegyező irányban,Label of the key that rotates the selected object clockwise
KeyBinding.RotateCounterclockwise,Forgatás az óramutató járásával ellentétes irányban,Label of the key that rotates the selected object counterclockwise
KeyBinding.SaveCamera,Pozíció mentése,Label of the key that saves the current camera position
KeyBinding.SaveMap,Térkép mentése,Label of the key that saves the map
KeyBinding.Screenshot,Képernyőkép,Label of the key that takes a screenshot
KeyBinding.ScreenshotUpscaled,Képernyőkép (nagyobb felbontás),Label of the key that takes an upscaled screenshot
KeyBinding.ShowGuidelines,Segédvonalak megjelenítése,Show guidelines when key is pressed
KeyBinding.ShowStockpileOverlay,Tárolási címkék megjelenítése,Label of the key that shows the storage overlay
KeyBinding.SkipDeleteConfirmation,Törlés automatikus megerősítése,Label of the key that skips the delete confirmation when held
KeyBinding.Speed0,Szünet be/kikapcsolása,Label of the key that pauses the game speed
KeyBinding.Speed1,Játéksebesség >,Label of the key that sets the game speed to normal. > shouldn't be removed as it is the symbol for normal speed on UI button.
KeyBinding.Speed2,Játéksebesség >>,Label of the key that sets the game speed to fast. >> shouldn't be removed as it is the symbol for fast speed on UI button.
KeyBinding.Speed3,Játéksebesség >>>,Label of the key that sets the game speed to very fast. >>> shouldn't be removed as it is the symbol for very fast speed on UI button.
KeyBinding.StorageTab,Raktározás ablak,"Label of the key that opens the Settlement Panel and selects the Storage tab, Storage should be the same as BatchControl.Storage"
KeyBinding.Toggle,Ki-/bekapcsolás:,Used to describe key binding that toggles something on/off.
KeyBinding.ToggleBatchControlBox,Település ablak,Label of the key that opens/close the Settlement panel
KeyBinding.ToggleBrushShape,Ecsetforma váltása,"Label of the key that toggles the shape of the brush, 'brush shape' should be the same as MapEditor.Brush.Shape.Label"
KeyBinding.ToggleBuildingPause,Megállítás/elindítás,Label of the key that pauses/resumes the selected building
KeyBinding.ToggleConsole,Parancssor ki-/bekapcsolása,Label of the key that toggles the console with logs
KeyBinding.ToggleGuidelines,Segédvonalak ki-/bekapcsolása,Toggle guidelines on/off
KeyBinding.ToggleGUI,Felület elrejtése/megjelenítése,Label of the key that hides/shows the whole user interface
KeyBinding.ToggleHaulingPriority,Szállítási prioritás,Label of the key that toggles the hauling priority of the selected object
KeyBinding.ToggleNaturalResources,Természeti erőforrások,Label of the key that shows/hides the natural resources in map editor. Natural resources should be the same as NaturalResources.Visibility.Show
KeyBinding.ToggleStockpileOverlay,Tárolási címkék ki-/bekapcsolása,Label of the key that shows/hides the storage overlay
KeyBinding.ToggleStockpilePriority,Raktárprioritás váltása,Label of the key that toggles the priority of the selected warehouse between StockpilePriority.Accept/StockpilePriority.Obtain/StockpilePriority.Supply/StockpilePriority.Empty
KeyBinding.ToggleWaterVisibility,Víz elrejtése/megjelenítése,Label of the key that makes water semi-transparent
KeyBinding.WorkplacesTab,Munkahelyek ablak,"Label of the key that opens the Settlement Panel and selects the Workplaces tab, Workplaces should be the same as BatchControl.Workplaces"
KeyBinding.ToggleWorkerType,"Munkástípus állítása",Keybinding for toggling the worker type.
KeyBinding.UnlockTool,Szerszám feloldása,Label of the key that unlocks the currently selected tool
KeyBinding.ZoomIn,Közelítés,Label of the key that zooms camera in
KeyBinding.ZoomOut,Távolítás,Label of the key that zooms camera out
KeyBindingBox.DuplicatedBinding,"Ez a billentyűkombináció már hozzá van rendelve a következőhöz:

{0}

Szeretnéd mégis hozzárendelni?","Message shown on key rebinding dialog box when the user tries to assign a key combination that is already assigned to another key binding, {0} stands for the list of key bindings e.g. KeyBinding.Speed0, KeyBinding.ToggleGUI etc."
KeyBindingBox.ClearBinding,Törlés,Text on the button in rebinding dialog box that clears the current key binding. Please keep short.
KeyBindingBox.PrimaryBinding,Elsődleges,Header of the primary key bindings column in the key bindings panel
KeyBindingBox.RebindingMessage,Nyomj meg egy billentyût a hozzárendelés újrakonfigurálásához: {0},"Message shown on key rebinding dialog box, {0} stands for the name of the key binding e.g. KeyBinding.Speed0, KeyBinding.ToggleGUI etc."
KeyBindingBox.ResetToDefault,Az alapértelmezett kiosztás visszaállítása,Text on the button in key bindings panel that resets all key bindings to their default bindings
KeyBindingBox.ResetToDefaultMessage,"Biztosan vissza szeretnéd állítani az összes hozzárendelést az alapértelmezett értékre?",Message shown on key bindings panel when the user clicks the KeyBindingBox.ResetToDefault button
KeyBindingBox.SecondaryBinding,Másodlagos,Header of the secondary key bindings column in the key bindings panel
KeyBindingGroup.Buildings,Épületek,"Label for the key binding group associated with building controls (pausing, changing priority etc)"
KeyBindingGroup.Camera,Kamera,"Label for the key binding group associated with camera controls (camera movement, rotation, zoom etc)"
KeyBindingGroup.MapEditor,Térképszerkesztő,Label for the key binding group associated with map editor controls (mostly brush manipulation)
KeyBindingGroup.Objects,Objektumok vezérlése,"Label for the key binding group associated with object controls (rotating, removing, pausing etc)"
KeyBindingGroup.SettlementPanel,Település panel,Label for the key binding group associated with settlement panel controls (opening panel and its tabs)
KeyBindingGroup.Time,Idő,Label for the key binding group associated with time controls (changing time speed)
KeyBindingGroup.UI,Felhasználói felület,"Label for the key binding group associated with user interface controls (opening panels, toggling overlays etc)"
LevelVisibility.InfoTooltip,Látható rétegek,Tooltip for controls that allow the player to set the vertical level visibility
LevelVisibility.ResetTooltip,Látható rétegek alaphelyzetbe állítása,Tooltip for button that resets the vertical vertical visibility
LoadMapPanel.Delete,Térkép törlése,A button. Please keep short.
LoadMapPanel.DeleteMapPrompt,Biztosan törölni szeretné a következőt: {0}?,{0} stands for map name
LoadMapPanel.Header,Térkép szerkesztése,
MainMenu.RosettaPerformanceWarning,"Teljesítménycsökkenés.","Warning message displayed in the main menu when Rosetta (MacOS compatibility mode) is enabled. Preceded by the ""Rosetta: OFF"" message."
MainMenu.WelcomeScreenStart,Indítás,A button please keep short
MainMenu.WelcomeScreenText,"Üdvözlet telepes!

Most a <i>Timberborn korai hozzáférés</i> verziójával játszol.

Az előtted álló út izgalmas, de ne felejtsd el, hogy a játék még fejlesztés alatt áll. Folyamatosan új tartalmakat adunk hozzá, és sok már létező részlet további munkára szorul. Hibák és összeomlások előfordulhatnak. Kérjük, oszd meg véleményedet a <i>Visszajelzés küldése</i> gombra kattintva, vagy az hivatalos Discord szerveren.

Ha korábban játszottál egy régebbi Timberborn verzióval, lehet, hogy érdemes új települést kezdened. A játék minden frissítéssel fejlődik, rendszeresen érkeznek új tartalmak és életminőséget javító funkciók, miközben néhány meglévő mechanizmus áttervezésre kerül és másképp működik.

Sok szerencsét és ne felejts el hidratálni!",
MainMenu.WelcomeScreenTitle,Korai Hozzáférés Információk,Header of the welcome screen popup.
MainMenu.UpdateInfoHeader,7. frissítés - Kötélpálya és Surranócső,"Header of the update info panel that is shown in the main menu."
MainMenu.UpdateInfoLink,<u>További információk</u>,Label of the link that opens web browser with the update details webpage.
MainMenu.UpdateInfoText,"• Hódközlekedés: Kötélpályák és Surranócsövek
• Háromdimenziós terep
• Alagutak
• Frissített rétegkezelés
• Rugalamas hajtótengelyek
• Egyszerűbb modolás, átdolgozott térképek, és még sok más!","Text shown in the update info panel with the latest update summary. Ziplines, Tubeways, Tunnels, power shafts and layer tool naming must be consistent with the usage of those terms in the rest of the game."
Manufactory.CurrentRecipe,Recept:,Text before a dropdown for changing factory recipe - what the factory produces from what ingredients.
Manufactory.NoRecipeOption,Nincs,Text shown in a dropdown when no recipe is selected. Keep below 15 characters.
Manufactory.Recipe.EfficientScrapMetal,Hulladékvas (Hatékony),A more efficient way of getting scrap metal using explosives. The metal scrap itself is not more efficient. Scrap Metal is Good.ScrapMetal.PluralDisplayName
Manufactory.Recipe.BiofuelCarrot,Bioüzemanyag (Répa),Recipe for making Biofuel out of Carrots. Keep consistent with Good.Biofuel.DisplayName and Good.Carrot.PluralDisplayName.
Manufactory.Recipe.BiofuelPotato,Bioüzemanyag (Burgonya),Recipe for making Biofuel out of Potatoes. Keep consistent with Good.Biofuel.DisplayName and Good.Potato.PluralDisplayName.
Manufactory.Recipe.BiofuelSpadderdock,Bioüzemanyag (Tavirózsa),Recipe for making Biofuel out of Spadderdock. Keep consistent with Good.Biofuel.DisplayName and Good.Spadderdock.PluralDisplayName.
MapEditor.BlockObjectRandomizePlacement,Forgatás véletlenszerű és irányváltás,Button to randomize the rotation and flip direction of the object being placed in the map editor
MapEditor.Brush.AbsoluteTerrainHeight,Terepmagasság (abszolút),A tool that changes terrain height to an absolute value.
MapEditor.Brush.Density,Sűrűség,Density of objects.
MapEditor.Brush.Direction.Decrease,Csökken,
MapEditor.Brush.Direction.Increase,Növel,
MapEditor.Brush.Direction.Label,Ecset iránya:,
MapEditor.Brush.Height.Label,Ecset magassága:,Either absolute or relative height at which brush will paint.
MapEditor.Brush.NaturalResourceRemoval,Természetes erőforrások eltávolítása,Natural resources meaning trees and bushes
MapEditor.Brush.NaturalResourceSpawning,Természetes erőforrások,Natural resources meaning trees and bushes
MapEditor.Brush.RandomizeYieldGrowth,Véletlenszerű hozamnövekedés,"This text is next to a toggle that randomizes the percentage growth of fruit, chestnuts or other things that can be gathered and regrow"
MapEditor.Brush.RelativeTerrainHeight,Terep magassága (relatív),A tool that changes terrain height by a value relative to the original height.
MapEditor.Brush.SculptingTerrain,Terep (formálás),"Label of the brush that allows the player to sculpt the terrain (e.g. dig tunnels or create overhangs)"
MapEditor.Brush.Shape.Label,Ecset forma:,
MapEditor.Brush.Shape.Round,Kerek,
MapEditor.Brush.Shape.Square,Négyzetes,
MapEditor.Brush.Size.Label,Ecset mérete:,
MapEditor.Exit,Kilépés az szerkesztőből,A button please keep short
MapEditor.Layers.Header,Rétegek,"A header above a list of map layers that can be hidden, such as water or trees"
MapEditor.Layers.NaturalResources,Természeti erőforrások,
MapEditor.Layers.Water,Víz,
MapEditor.LoadMap.Header,Térkép kiválasztása,
MapEditor.MapMetadata.Description,Térkép leírása,Label of the map description
MapEditor.MapMetadata.Title,Térkép adatok,Title of the map data panel in map editor. Currently it only contains the map description field to fill in.
MapEditor.MapWillBeSaved,A térkép mentésre kerül.,Message that is shown when player clicks on the upload map button in map editor. With Ok/Cancel buttons.
MapEditor.NewMap,Új térkép,A button please keep short
MapEditor.NewMap.Create,Létrehozás,A button which confirms new map parameters and starts the map editor
MapEditor.NewMap.Header,Új térkép,
MapEditor.NewMap.Size,Méret:,
MapEditor.NonCompatibleMapVersion,Nem kompatibilis térkép verzió.,Warning shown in the map editor when the map version is not compatible with the current game version.
MapEditor.NonCompatibleMapVersion.Tooltip,"Ez a térkép verzió ({0}) nem kompatibilis a jelenlegi játék verzióval ({1}).
Mentse el a térképet, hogy kompatibilissé tegye.",Tooltip shown over MapEditor.NonCompatibleMapVersion warning.
MapEditor.NoStartingLocation,Addj hozzá kezdőhelyet!,Notification that there is no starting location object. Keep consistent with Building.StartingLocation.DisplayName.
MapEditor.SaveMap.Header,"Térkép mentése",
MapEditor.SaveMap.MapExists,Kezdőhely hozzáadása.,{0} stands for map name
MapEditor.SaveMap.NamePlaceholder,Térképnév...,Placeholder text in an empty map name text field
MapEditor.SaveMap.SavedAs,Mentve mint: {0},{0} stands for map name. A notification when a map has been saved.
MapEditor.SimulationControls.Reset,Visszaállítás,A button please keep short
MapEditor.SimulationControls.Tooltip,Vízszimuláció,Short header
MapEditor.SizePrompt,Adj meg egy méretet {0}x{0} és {1}x{1} között!,{0} and {1} stands for a number
MapEditor.TerrainIntegrity.Warning,Ez a kijelölten kívüli terepet is befolyásolja.,"Warning shown when the player tries to edit terrain in a way that would affect terrain or objects outside the intended selection."
MapEditor.ThumbnailCapturing.CameraPosition,Kamerahelyzet,Label for the controls in map editor that change the position of the thumbnail camera
MapEditor.ThumbnailCapturing.ClearOverlay,Add meg a méretet {0}x{0} és {1}x{1} között.,Text on the button in map editor that clears the overlay of the thumbnail
MapEditor.ThumbnailCapturing.Description,Válaszd ki a térkép bélyegképének helyzetét. A térkép mentésekor képernyőkép készül.,Description of the map thumbnail panel in the map editor
MapEditor.ThumbnailCapturing.Overlay,Átfedés:,Label of the controls in map editor that change the overlay of the thumbnail
MapEditor.ThumbnailCapturing.OverlayTip,"Válassz egy 960x540 pixeles PNG, vagy JPG fájlt! Használd az alfa csatornát az eredeti képpel való átfedés megjelenítéséhez!",Text in the thumbnail overlay selection dialog
MapEditor.ThumbnailCapturing.Reset,Visszaállítás,Text on the button in map editor that resets the position of thumbnail image of the map to the default
MapEditor.ThumbnailCapturing.SelectOverlay,Kiválasztás,Text on the button in map editor that changes the overlay of the thumbnail
MapEditor.ThumbnailCapturing.Title,Térkép bélyegkép,Title of the map thumbnail panel in map editor
MapEditor.ThumbnailCapturing.UpdateThumbnail,Frissítés,Text on the button in map editor that changes the position of the thumbnail camera
MapEditor.Tip,"Tipp: Használd a képernyő tetején található vízsebesség vezérlőket, hogy előre feltöltsd a térképet vízzel.",Tip on the loading screen of the map editor.
MapEditor.UploadMap,Térkép feltöltése,Label of the button that uploads the map to some kind of online service
MapMetadata.Beaverome.Description,A legendás metropolisz felépítéséhez a hód ősök hét hatalmas krátert csapoltak le. Még a mai famérnöki technológiával sem kis teljesítmény.,
MapMetadata.Beaverome.Name,Hódvára,The name of this map comes from Beaver + Rome - an ancient beaver city.
MapMetadata.Canyon.Description,"A sivatagban a hódok olyan völgyeket keresnek, ahol még mindig folyik folyó. Mivel könnyen eltorlaszolható, ez a kanyon biztonságos menedék számukra.",
MapMetadata.Canyon.Name,Kanyon,
MapMetadata.Cliffside.Description,"Ebben az eldugott völgyben ősi emberi építmények csonkjai mesélnek a letűnt korokról. A hódok arra törekszenek, hogy hasonló nyomot hagyanak a világon.",
MapMetadata.Cliffside.Name,Hegyoldal,
MapMetadata.Craters.Description,"Senki sem tudja, hogyan keletkeztek ezek a kráterek. Az előzetes ásatások azt sugallják, hogy az embörök erőszakos beavatkozása játszhat közre..",
MapMetadata.Craters.Name,Kráterek,
MapMetadata.Diorama.Description,"Mielőtt engedélyt kapnának nagy települések felügyeletére, a leendő építészeket kisebb léptékű projektek vezetésével bízzák meg, mint ez.",
MapMetadata.Diorama.Name,Dioráma,
MapMetadata.HelixMountain.Description,"Bár a hódok szerint ez a folyómeder forma gyakorlatilag használhatatlan, elismerik az emberiség korlátozott víztechnikai képességeit.",
MapMetadata.HelixMountain.Name,Hélix-hegy,The name of this map refers to the spiral shape of its central mountain.
MapMetadata.Hollows.Description,"Ezek a termékeny üregek kiváló lehetőségeket kínálnak a leendő telepeseknek. A zegzugos táj számos titkot rejt - a legidősebb hódok eltemetett kincsekről mesélnek a tábortűz mellett.",
MapMetadata.Hollows.Name,Üregek,
MapMetadata.Lakes.Description,"A tavakban és folyókban gazdag vidékek mára ritkaságnak számítanak, de ami még megmaradt, azt bizonyítja, hogy van még remény a Föld számára.",
MapMetadata.Lakes.Name,Tavak,
MapMetadata.Meander.Description,"A hódok leleményessége nem ismer határokat, ha a folyó kanyarulatairól van szó – de a kevés hely sok fejtörést okoz nekik.",
MapMetadata.Meander.Name,Kanyar,
MapMetadata.MountainRange.Description,A friss víz reményében a hódok még a legmagasabb hegyeket is megmásszák.,
MapMetadata.MountainRange.Name,Hegylánc,
MapMetadata.NotUpdatedDescription,<RedHighlight>Ez a térkép még nem kompatibilis az kísérleti ággal!</RedHighlight>,
MapMetadata.Plains.Description,"Olyan lapos, mint a hód farka. Ideális hely kezdő mérnökök számára.",
MapMetadata.Plains.Name,Alföld,
